Year,Site,Plot,Area sampled (m2),BD (cm),DBH (cm),Diam (cm),Basal area (cm2 tree-1),Basal area (cm2 m-2),Stem biomass (g dry wt),Branch biomass (g dry wt),Foliage biomass (g dry wt),Total biomass SUM COMP (g dry wt),Tot biomass CALC ALLOM (g dry wt) ,Stem Carbon (g C m-2),Branch Carbon (g C m-2),Foliage Carbon (g C m-2),Total Tree Carbon SUM COMP (g C m-2),Tot Tree Carbon CALC ALLOM (g C m-2) ,,,,,,,,,Notes
2017,HDS5,3,30,,5.5,5.5,23.76,0.79,2920.74,2071.60,448.09,5440.43,5514.00,45.76,33.15,6.87,85.77,86.39,,,,,,,,,
2017,HDS5,2,30,,5.81,5.81,26.51,0.88,3277.19,2310.44,484.11,6071.73,6156.47,51.34,36.97,7.42,95.73,96.45,,,,,,,,,
2017,HDS5,2,30,,5.82,5.82,26.60,0.89,3289.04,2318.36,485.28,6092.68,6177.79,51.53,37.09,7.44,96.06,96.79,,,,,,,,,
2017,HDS5,3,30,,5.96,5.96,27.90,0.93,3457.39,2430.66,501.82,6389.87,6480.12,54.17,38.89,7.69,100.75,101.52,,,,,,,,,
2017,HDS5,1,30,,6.39,6.39,32.07,1.07,4002.05,2792.09,553.62,7347.77,7454.09,62.70,44.67,8.49,115.86,116.78,,,,,,,,,
2017,HDS5,3,30,,6.8,6.8,36.32,1.21,4560.37,3159.92,604.36,8324.64,8446.58,71.45,50.56,9.27,131.27,132.33,,,,,,,,,
2017,HDS5,1,30,1.37,,1.37,1.47,0.05,17.91,44.80,35.60,98.30,80.38,0.28,0.72,0.55,1.54,1.26,,,,,,,,,
2017,HDS5,1,30,1,,1,0.79,0.03,8.00,22.91,22.55,53.46,39.46,0.13,0.37,0.35,0.84,0.62,,,,,,,,,
2017,HDS5,2,30,1.01,,1.01,0.80,0.03,8.21,23.40,22.88,54.48,40.36,0.13,0.37,0.35,0.85,0.63,,,,,,,,,
2017,HDS5,2,30,1.03,,1.03,0.83,0.03,8.63,24.40,23.54,56.57,42.19,0.14,0.39,0.36,0.89,0.66,,,,,,,,,
2017,HDS5,2,30,1.72,,1.72,2.32,0.08,32.07,72.73,49.51,154.30,134.42,0.50,1.16,0.76,2.43,2.11,,,,,,,,,
2017,HDS5,2,30,0.89,,0.89,0.62,0.02,5.94,17.87,19.04,42.85,30.32,0.09,0.29,0.29,0.67,0.48,,,,,,,,,
2017,HDS5,2,30,0.65,,0.65,0.33,0.01,2.66,9.15,12.07,23.88,14.91,0.04,0.15,0.19,0.37,0.23,,,,,,,,,
2017,HDS5,2,30,1.38,,1.38,1.50,0.05,18.25,45.50,35.97,99.71,81.71,0.29,0.73,0.55,1.57,1.28,,,,,,,,,
2017,HDS5,2,30,0.87,,0.87,0.59,0.02,5.60,17.03,18.43,41.06,28.81,0.09,0.27,0.28,0.64,0.45,,,,,,,,,
2017,HDS5,2,30,2.1,,2.1,3.46,0.12,53.45,111.26,66.12,230.84,211.04,0.84,1.78,1.01,3.63,3.31,,,,,,,,,
2017,HDS5,2,30,1.88,,1.88,2.78,0.09,40.27,87.90,56.32,184.49,164.34,0.63,1.41,0.86,2.90,2.57,,,,,,,,,
2017,HDS5,2,30,1.12,,1.12,0.99,0.03,10.69,29.16,26.58,66.43,50.98,0.17,0.47,0.41,1.04,0.80,,,,,,,,,
2017,HDS5,2,30,1.65,,1.65,2.14,0.07,28.83,66.57,46.61,142.01,122.37,0.45,1.07,0.71,2.23,1.92,,,,,,,,,
2017,HDS5,2,30,0.88,,0.88,0.61,0.02,5.77,17.45,18.73,41.95,29.56,0.09,0.28,0.29,0.66,0.46,,,,,,,,,
2017,HDS5,2,30,1.2,,1.2,1.13,0.04,12.76,33.78,29.37,75.91,59.58,0.20,0.54,0.45,1.19,0.93,,,,,,,,,
2017,HDS5,2,30,0.85,,0.85,0.57,0.02,5.28,16.21,17.82,39.30,27.33,0.08,0.26,0.27,0.62,0.43,,,,,,,,,
2017,HDS5,2,30,1.22,,1.22,1.17,0.04,13.31,34.99,30.09,78.39,61.85,0.21,0.56,0.46,1.23,0.97,,,,,,,,,
2017,HDS5,2,30,1.85,,1.85,2.69,0.09,38.64,84.94,55.02,178.60,158.48,0.61,1.36,0.84,2.81,2.48,,,,,,,,,
2017,HDS5,2,30,1.15,,1.15,1.04,0.03,11.44,30.85,27.62,69.91,54.12,0.18,0.49,0.42,1.10,0.85,,,,,,,,,
2017,HDS5,2,30,1.65,,1.65,2.14,0.07,28.83,66.57,46.61,142.01,122.37,0.45,1.07,0.71,2.23,1.92,,,,,,,,,
2017,HDS5,3,30,1.45,,1.45,1.65,0.06,20.71,50.55,38.65,109.91,91.38,0.32,0.81,0.59,1.73,1.43,,,,,,,,,
2017,HDS5,3,30,1.53,,1.53,1.84,0.06,23.76,56.68,41.78,122.22,103.17,0.37,0.91,0.64,1.92,1.62,,,,,,,,,
2017,HDS5,3,30,1.13,,1.13,1.00,0.03,10.94,29.72,26.92,67.58,52.01,0.17,0.48,0.41,1.06,0.81,,,,,,,,,
2017,HDS5,3,30,1.45,,1.45,1.65,0.06,20.71,50.55,38.65,109.91,91.38,0.32,0.81,0.59,1.73,1.43,,,,,,,,,
2017,HDS5,3,30,0.95,,0.95,0.71,0.02,7.02,20.54,20.93,48.49,35.14,0.11,0.33,0.32,0.76,0.55,,,,,,,,,
2017,HDS6,1,60,,0.4,0.4,0.13,0.00,11.89,11.25,11.13,34.26,28.41,0.09,0.09,0.09,0.27,0.22,,,,,,,,,
2017,HDS6,1,60,,0.54,0.54,0.23,0.00,22.32,20.44,16.99,59.75,51.93,0.17,0.16,0.13,0.47,0.41,,,,,,,,,
2017,HDS6,1,60,,0.61,0.61,0.29,0.00,28.84,26.05,20.17,75.06,66.35,0.23,0.21,0.15,0.59,0.52,,,,,,,,,
2017,HDS6,1,60,,0.65,0.65,0.33,0.01,32.95,29.56,22.06,84.57,75.39,0.26,0.24,0.17,0.66,0.59,,,,,,,,,
2017,HDS6,1,60,,0.7,0.7,0.38,0.01,38.50,34.26,24.49,97.25,87.50,0.30,0.27,0.19,0.76,0.69,,,,,,,,,
2017,HDS6,1,60,,0.8,0.8,0.50,0.01,50.96,44.68,29.57,125.21,114.43,0.40,0.36,0.23,0.98,0.90,,,,,,,,,
2017,HDS6,1,60,,0.83,0.83,0.54,0.01,55.05,48.08,31.14,134.28,123.22,0.43,0.38,0.24,1.05,0.97,,,,,,,,,
2017,HDS6,1,60,,0.85,0.85,0.57,0.01,57.88,50.41,32.21,140.49,129.26,0.45,0.40,0.25,1.10,1.01,,,,,,,,,
2017,HDS6,1,60,,0.92,0.92,0.66,0.01,68.34,59.01,36.01,163.36,151.55,0.54,0.47,0.28,1.28,1.19,,,,,,,,,
2017,HDS6,1,60,,0.97,0.97,0.74,0.01,76.38,65.56,38.80,180.74,168.56,0.60,0.52,0.30,1.42,1.32,,,,,,,,,
2017,HDS6,2,60,,0.98,0.98,0.75,0.01,78.04,66.91,39.36,184.32,172.07,0.61,0.54,0.30,1.45,1.35,,,,,,,,,
2017,HDS6,3,60,,1.13,1.13,1.00,0.02,105.24,88.84,48.12,242.20,229.10,0.82,0.71,0.37,1.90,1.79,,,,,,,,,
2017,HDS6,1,60,,1.18,1.18,1.09,0.02,115.26,96.83,51.15,263.24,249.93,0.90,0.77,0.39,2.07,1.96,,,,,,,,,
2017,HDS6,2,60,,1.22,1.22,1.17,0.02,123.62,103.48,53.61,280.70,267.25,0.97,0.83,0.41,2.21,2.09,,,,,,,,,
2017,HDS6,1,60,,1.26,1.26,1.25,0.02,132.28,110.34,56.10,298.72,285.16,1.04,0.88,0.43,2.35,2.23,,,,,,,,,
2017,HDS6,2,60,,1.38,1.38,1.50,0.02,160.13,132.23,63.78,356.15,342.37,1.25,1.06,0.49,2.80,2.68,,,,,,,,,
2017,HDS6,1,60,,1.41,1.41,1.56,0.03,167.53,138.02,65.74,371.29,357.49,1.31,1.10,0.50,2.92,2.80,,,,,,,,,
2017,HDS6,3,60,,1.44,1.44,1.63,0.03,175.10,143.92,67.72,386.75,372.95,1.37,1.15,0.52,3.04,2.92,,,,,,,,,
2017,HDS6,3,60,,1.48,1.48,1.72,0.03,185.47,151.99,70.39,407.85,394.06,1.45,1.22,0.54,3.21,3.09,,,,,,,,,
2017,HDS6,2,60,,1.52,1.52,1.81,0.03,196.16,160.27,73.09,429.52,415.76,1.54,1.28,0.56,3.38,3.26,,,,,,,,,
2017,HDS6,2,60,,1.54,1.54,1.86,0.03,201.62,164.49,74.45,440.56,426.83,1.58,1.32,0.57,3.47,3.34,,,,,,,,,
2017,HDS6,1,60,,1.58,1.58,1.96,0.03,212.77,173.11,77.19,463.07,449.41,1.67,1.38,0.59,3.64,3.52,,,,,,,,,
2017,HDS6,1,60,,1.62,1.62,2.06,0.03,224.24,181.94,79.96,486.14,472.57,1.76,1.46,0.61,3.83,3.70,,,,,,,,,
2017,HDS6,2,60,,1.63,1.63,2.09,0.03,227.16,184.18,80.66,491.99,478.45,1.78,1.47,0.62,3.87,3.75,,,,,,,,,
2017,HDS6,1,60,,1.65,1.65,2.14,0.04,233.05,188.70,82.06,503.81,490.32,1.83,1.51,0.63,3.96,3.84,,,,,,,,,
2017,HDS6,1,60,,1.76,1.76,2.43,0.04,266.87,214.56,89.87,571.31,558.24,2.09,1.72,0.69,4.50,4.37,,,,,,,,,
2017,HDS6,3,60,,1.8,1.8,2.54,0.04,279.77,224.38,92.77,596.91,584.03,2.19,1.80,0.71,4.70,4.57,,,,,,,,,
2017,HDS6,1,60,,1.87,1.87,2.75,0.05,303.11,242.07,97.89,643.08,630.58,2.37,1.94,0.75,5.06,4.94,,,,,,,,,
2017,HDS6,2,60,,1.95,1.95,2.99,0.05,330.98,263.12,103.85,697.95,685.97,2.59,2.10,0.80,5.49,5.37,,,,,,,,,
2017,HDS6,3,60,,1.96,1.96,3.02,0.05,334.56,265.81,104.60,704.97,693.06,2.62,2.13,0.80,5.55,5.43,,,,,,,,,
2017,HDS6,2,60,,1.97,1.97,3.05,0.05,338.15,268.52,105.35,712.02,700.19,2.65,2.15,0.81,5.60,5.48,,,,,,,,,
2017,HDS6,1,60,,2.12,2.12,3.53,0.06,394.49,310.74,116.84,822.07,811.47,3.09,2.49,0.90,6.47,6.36,,,,,,,,,
2017,HDS6,3,60,,2.2,2.2,3.80,0.06,426.40,334.51,123.10,884.01,874.19,3.34,2.68,0.94,6.96,6.85,,,,,,,,,
2017,HDS6,2,60,,2.21,2.21,3.84,0.06,430.48,337.54,123.89,891.91,882.20,3.37,2.70,0.95,7.02,6.91,,,,,,,,,
2017,HDS6,2,60,,2.26,2.26,4.01,0.07,451.19,352.91,127.86,931.96,922.78,3.53,2.82,0.98,7.34,7.23,,,,,,,,,
2017,HDS6,2,60,,2.28,2.28,4.08,0.07,459.62,359.15,129.46,948.23,939.26,3.60,2.87,0.99,7.47,7.36,,,,,,,,,
2017,HDS6,3,60,,2.28,2.28,4.08,0.07,459.62,359.15,129.46,948.23,939.26,3.60,2.87,0.99,7.47,7.36,,,,,,,,,
2017,HDS6,2,60,,2.29,2.29,4.12,0.07,463.86,362.29,130.26,956.41,947.56,3.63,2.90,1.00,7.53,7.42,,,,,,,,,
2017,HDS6,1,60,,2.33,2.33,4.26,0.07,481.04,374.99,133.48,989.51,981.12,3.77,3.00,1.02,7.79,7.69,,,,,,,,,
2017,HDS6,3,60,,2.34,2.34,4.30,0.07,485.38,378.20,134.29,997.88,989.60,3.80,3.03,1.03,7.86,7.75,,,,,,,,,
2017,HDS6,1,60,,2.36,2.36,4.37,0.07,494.14,384.66,135.91,1014.71,1006.68,3.87,3.08,1.04,7.99,7.89,,,,,,,,,
2017,HDS6,1,60,,2.37,2.37,4.41,0.07,498.54,387.91,136.73,1023.18,1015.27,3.91,3.10,1.05,8.06,7.95,,,,,,,,,
2017,HDS6,1,60,,2.4,2.4,4.52,0.08,511.89,397.74,139.17,1048.80,1041.27,4.01,3.18,1.07,8.26,8.16,,,,,,,,,
2017,HDS6,1,60,,2.41,2.41,4.56,0.08,516.38,401.05,139.99,1057.42,1050.01,4.04,3.21,1.07,8.33,8.23,,,,,,,,,
2017,HDS6,3,60,,2.41,2.41,4.56,0.08,516.38,401.05,139.99,1057.42,1050.01,4.04,3.21,1.07,8.33,8.23,,,,,,,,,
2017,HDS6,3,60,,2.43,2.43,4.64,0.08,525.42,407.70,141.63,1074.75,1067.60,4.12,3.26,1.09,8.46,8.36,,,,,,,,,
2017,HDS6,1,60,,2.47,2.47,4.79,0.08,543.74,421.16,144.93,1109.84,1103.21,4.26,3.37,1.11,8.74,8.64,,,,,,,,,
2017,HDS6,2,60,,2.49,2.49,4.87,0.08,553.03,427.98,146.59,1127.60,1121.24,4.33,3.42,1.12,8.88,8.78,,,,,,,,,
2017,HDS6,3,60,,2.49,2.49,4.87,0.08,553.03,427.98,146.59,1127.60,1121.24,4.33,3.42,1.12,8.88,8.78,,,,,,,,,
2017,HDS6,2,60,,2.51,2.51,4.95,0.08,562.40,434.84,148.25,1145.50,1139.42,4.41,3.48,1.14,9.02,8.93,,,,,,,,,
2017,HDS6,2,60,,2.51,2.51,4.95,0.08,562.40,434.84,148.25,1145.50,1139.42,4.41,3.48,1.14,9.02,8.93,,,,,,,,,
2017,HDS6,3,60,,2.51,2.51,4.95,0.08,562.40,434.84,148.25,1145.50,1139.42,4.41,3.48,1.14,9.02,8.93,,,,,,,,,
2017,HDS6,2,60,,2.54,2.54,5.07,0.08,576.61,445.25,150.75,1172.61,1166.95,4.52,3.56,1.16,9.23,9.14,,,,,,,,,
2017,HDS6,2,60,,2.62,2.62,5.39,0.09,615.41,473.59,157.49,1246.49,1242.01,4.82,3.79,1.21,9.82,9.73,,,,,,,,,
2017,HDS6,2,60,,2.69,2.69,5.68,0.09,650.45,499.10,163.46,1313.01,1309.60,5.10,3.99,1.25,10.34,10.26,,,,,,,,,
2017,HDS6,2,60,,2.7,2.7,5.73,0.10,655.53,502.80,164.32,1322.65,1319.41,5.14,4.02,1.26,10.42,10.34,,,,,,,,,
2017,HDS6,3,60,,2.73,2.73,5.85,0.10,670.92,513.98,166.90,1351.80,1349.04,5.26,4.11,1.28,10.65,10.57,,,,,,,,,
2017,HDS6,2,60,,2.79,2.79,6.11,0.10,702.26,536.71,172.09,1411.06,1409.30,5.50,4.29,1.32,11.11,11.04,,,,,,,,,
2017,HDS6,1,60,,2.8,2.8,6.16,0.10,707.56,540.54,172.96,1421.06,1419.47,5.54,4.32,1.33,11.19,11.12,,,,,,,,,
2017,HDS6,2,60,,2.8,2.8,6.16,0.10,707.56,540.54,172.96,1421.06,1419.47,5.54,4.32,1.33,11.19,11.12,,,,,,,,,
2017,HDS6,2,60,,2.81,2.81,6.20,0.10,712.88,544.39,173.83,1431.10,1429.68,5.58,4.36,1.33,11.27,11.20,,,,,,,,,
2017,HDS6,3,60,,2.85,2.85,6.38,0.11,734.35,559.92,177.33,1471.60,1470.88,5.75,4.48,1.36,11.59,11.52,,,,,,,,,
2017,HDS6,1,60,,2.86,2.86,6.42,0.11,739.78,563.83,178.21,1481.82,1481.27,5.79,4.51,1.37,11.67,11.60,,,,,,,,,
2017,HDS6,1,60,,2.92,2.92,6.70,0.11,772.74,587.62,183.50,1543.87,1544.39,6.05,4.70,1.41,12.16,12.10,,,,,,,,,
2017,HDS6,3,60,,2.92,2.92,6.70,0.11,772.74,587.62,183.50,1543.87,1544.39,6.05,4.70,1.41,12.16,12.10,,,,,,,,,
2017,HDS6,1,60,,2.95,2.95,6.83,0.11,789.51,599.69,186.17,1575.37,1576.45,6.18,4.80,1.43,12.41,12.35,,,,,,,,,
2017,HDS6,2,60,,2.95,2.95,6.83,0.11,789.51,599.69,186.17,1575.37,1576.45,6.18,4.80,1.43,12.41,12.35,,,,,,,,,
2017,HDS6,3,60,,2.97,2.97,6.93,0.12,800.79,607.81,187.95,1596.55,1598.01,6.27,4.86,1.44,12.58,12.52,,,,,,,,,
2017,HDS6,2,60,,3,3,7.07,0.12,817.87,620.09,190.63,1628.59,1630.62,6.41,4.96,1.46,12.83,12.77,,,,,,,,,
2017,HDS6,2,60,,3.06,3.06,7.35,0.12,852.60,645.01,196.03,1693.65,1696.83,6.68,5.16,1.50,13.34,13.29,,,,,,,,,
2017,HDS6,1,60,,3.09,3.09,7.50,0.12,870.25,657.66,198.75,1726.65,1730.43,6.82,5.26,1.52,13.60,13.56,,,,,,,,,
2017,HDS6,1,60,,3.1,3.1,7.55,0.13,876.17,661.90,199.65,1737.73,1741.71,6.86,5.30,1.53,13.69,13.64,,,,,,,,,
2017,HDS6,1,60,,3.16,3.16,7.84,0.13,912.17,687.64,205.12,1804.93,1810.13,7.15,5.50,1.57,14.22,14.18,,,,,,,,,
2017,HDS6,1,60,,3.21,3.21,8.09,0.13,942.74,709.46,209.71,1861.91,1868.16,7.38,5.68,1.61,14.67,14.63,,,,,,,,,
2017,HDS6,2,60,,3.23,3.23,8.19,0.14,955.12,718.28,211.56,1884.96,1891.63,7.48,5.75,1.62,14.85,14.82,,,,,,,,,
2017,HDS6,2,60,,3.27,3.27,8.40,0.14,980.12,736.09,215.26,1931.48,1939.01,7.68,5.89,1.65,15.22,15.19,,,,,,,,,
2017,HDS6,1,60,,3.31,3.31,8.60,0.14,1005.47,754.12,218.98,1978.58,1986.97,7.88,6.03,1.68,15.59,15.56,,,,,,,,,
2017,HDS6,2,60,,3.35,3.35,8.81,0.15,1031.16,772.37,222.72,2026.25,2035.53,8.08,6.18,1.71,15.96,15.95,,,,,,,,,
2017,HDS6,2,60,,3.36,3.36,8.87,0.15,1037.63,776.96,223.66,2038.26,2047.76,8.13,6.22,1.71,16.06,16.04,,,,,,,,,
2017,HDS6,2,60,,3.43,3.43,9.24,0.15,1083.55,809.50,230.26,2123.31,2134.42,8.49,6.48,1.77,16.73,16.72,,,,,,,,,
2017,HDS6,1,60,,3.46,3.46,9.40,0.16,1103.55,823.65,233.11,2160.31,2172.11,8.64,6.59,1.79,17.02,17.01,,,,,,,,,
2017,HDS6,1,60,,3.5,3.5,9.62,0.16,1130.51,842.71,236.91,2210.13,2222.87,8.86,6.74,1.82,17.41,17.41,,,,,,,,,
2017,HDS6,2,60,,3.5,3.5,9.62,0.16,1130.51,842.71,236.91,2210.13,2222.87,8.86,6.74,1.82,17.41,17.41,,,,,,,,,
2017,HDS6,1,60,,3.55,3.55,9.90,0.16,1164.69,866.84,241.70,2273.23,2287.16,9.12,6.93,1.85,17.91,17.92,,,,,,,,,
2017,HDS6,3,60,,3.58,3.58,10.07,0.17,1185.46,881.48,244.59,2311.52,2326.18,9.29,7.05,1.88,18.21,18.22,,,,,,,,,
2017,HDS6,2,60,,3.59,3.59,10.12,0.17,1192.42,886.38,245.55,2324.35,2339.26,9.34,7.09,1.88,18.31,18.32,,,,,,,,,
2017,HDS6,2,60,,3.64,3.64,10.41,0.17,1227.56,911.12,250.38,2389.07,2405.20,9.62,7.29,1.92,18.82,18.84,,,,,,,,,
2017,HDS6,2,60,,3.66,3.66,10.52,0.18,1241.77,921.11,252.33,2415.21,2431.84,9.73,7.37,1.93,19.03,19.05,,,,,,,,,
2017,HDS6,2,60,,3.72,3.72,10.87,0.18,1284.91,951.40,258.18,2494.49,2512.63,10.07,7.61,1.98,19.66,19.68,,,,,,,,,
2017,HDS6,3,60,,3.73,3.73,10.93,0.18,1292.17,956.50,259.16,2507.83,2526.23,10.12,7.65,1.99,19.76,19.79,,,,,,,,,
2017,HDS6,2,60,,3.79,3.79,11.28,0.19,1336.21,987.36,265.06,2588.62,2608.57,10.47,7.90,2.03,20.40,20.43,,,,,,,,,
2017,HDS6,2,60,,3.79,3.79,11.28,0.19,1336.21,987.36,265.06,2588.62,2608.57,10.47,7.90,2.03,20.40,20.43,,,,,,,,,
2017,HDS6,2,60,,3.91,3.91,12.01,0.20,1426.60,1050.55,276.96,2754.11,2777.24,11.18,8.40,2.12,21.70,21.76,,,,,,,,,
2017,HDS6,1,60,,3.93,3.93,12.13,0.20,1441.97,1061.27,278.96,2782.20,2805.87,11.30,8.49,2.14,21.92,21.98,,,,,,,,,
2017,HDS6,3,60,,3.93,3.93,12.13,0.20,1441.97,1061.27,278.96,2782.20,2805.87,11.30,8.49,2.14,21.92,21.98,,,,,,,,,
2017,HDS6,1,60,,3.97,3.97,12.38,0.21,1472.96,1082.87,282.98,2838.81,2863.56,11.54,8.66,2.17,22.37,22.43,,,,,,,,,
2017,HDS6,2,60,,4.06,4.06,12.95,0.22,1543.96,1132.27,292.06,2968.29,2995.54,12.09,9.06,2.24,23.39,23.47,,,,,,,,,
2017,HDS6,1,60,,4.07,4.07,13.01,0.22,1551.96,1137.83,293.08,2982.86,3010.39,12.16,9.10,2.25,23.51,23.58,,,,,,,,,
2017,HDS6,2,60,,4.08,4.08,13.07,0.22,1559.97,1143.40,294.09,2997.47,3025.28,12.22,9.15,2.25,23.62,23.70,,,,,,,,,
2017,HDS6,2,60,,4.11,4.11,13.27,0.22,1584.16,1160.19,297.15,3041.50,3070.15,12.41,9.28,2.28,23.97,24.05,,,,,,,,,
2017,HDS6,2,60,,4.15,4.15,13.53,0.23,1616.71,1182.77,301.23,3100.71,3130.51,12.66,9.46,2.31,24.44,24.52,,,,,,,,,
2017,HDS6,1,60,,4.17,4.17,13.66,0.23,1633.12,1194.14,303.28,3130.53,3160.91,12.79,9.55,2.33,24.67,24.76,,,,,,,,,
2017,HDS6,1,60,,4.23,4.23,14.05,0.23,1682.85,1228.57,309.45,3220.88,3252.99,13.18,9.83,2.37,25.38,25.48,,,,,,,,,
2017,HDS6,1,60,,4.3,4.3,14.52,0.24,1741.87,1269.36,316.70,3327.93,3362.09,13.64,10.15,2.43,26.23,26.34,,,,,,,,,
2017,HDS6,1,60,,4.3,4.3,14.52,0.24,1741.87,1269.36,316.70,3327.93,3362.09,13.64,10.15,2.43,26.23,26.34,,,,,,,,,
2017,HDS6,2,60,,4.32,4.32,14.66,0.24,1758.92,1281.14,318.78,3358.84,3393.60,13.78,10.25,2.44,26.47,26.58,,,,,,,,,
2017,HDS6,2,60,,4.35,4.35,14.86,0.25,1784.67,1298.90,321.90,3405.48,3441.13,13.98,10.39,2.47,26.84,26.96,,,,,,,,,
2017,HDS6,1,60,,4.48,4.48,15.76,0.26,1898.52,1377.29,335.55,3611.36,3650.96,14.87,11.02,2.57,28.46,28.60,,,,,,,,,
2017,HDS6,1,60,,4.49,4.49,15.83,0.26,1907.43,1383.42,336.61,3627.45,3667.36,14.94,11.07,2.58,28.59,28.73,,,,,,,,,
2017,HDS6,3,60,,4.6,4.6,16.62,0.28,2006.89,1451.68,348.29,3806.86,3850.18,15.72,11.61,2.67,30.00,30.16,,,,,,,,,
2017,HDS6,1,60,,4.65,4.65,16.98,0.28,2052.97,1483.25,353.64,3889.86,3934.76,16.08,11.87,2.71,30.66,30.82,,,,,,,,,
2017,HDS6,2,60,,4.8,4.8,18.10,0.30,2194.51,1579.99,369.83,4144.33,4194.04,17.19,12.64,2.84,32.67,32.85,,,,,,,,,
2017,HDS6,2,60,,4.82,4.82,18.25,0.30,2213.76,1593.11,372.01,4178.88,4229.24,17.34,12.74,2.85,32.94,33.13,,,,,,,,,
2017,HDS6,1,60,,4.84,4.84,18.40,0.31,2233.09,1606.30,374.19,4213.57,4264.59,17.49,12.85,2.87,33.21,33.41,,,,,,,,,
2017,HDS6,3,60,,4.84,4.84,18.40,0.31,2233.09,1606.30,374.19,4213.57,4264.59,17.49,12.85,2.87,33.21,33.41,,,,,,,,,
2017,HDS6,1,60,,4.87,4.87,18.63,0.31,2262.26,1626.17,377.46,4265.89,4317.89,17.72,13.01,2.89,33.62,33.82,,,,,,,,,
2017,HDS6,1,60,,4.93,4.93,19.09,0.32,2321.18,1666.28,384.03,4371.50,4425.48,18.18,13.33,2.94,34.46,34.67,,,,,,,,,
2017,HDS6,2,60,,5.15,5.15,20.83,0.35,2544.05,1817.52,408.42,4769.99,4831.37,19.93,14.54,3.13,37.60,37.85,,,,,,,,,
2017,HDS6,3,60,,5.25,5.25,21.65,0.36,2648.90,1888.43,419.64,4956.97,5021.79,20.75,15.11,3.22,39.07,39.34,,,,,,,,,
2017,HDS6,1,60,,5.26,5.26,21.73,0.36,2659.51,1895.59,420.77,4975.87,5041.03,20.83,15.16,3.23,39.22,39.49,,,,,,,,,
2017,HDS6,3,60,,5.35,5.35,22.48,0.37,2755.97,1960.68,430.96,5147.61,5215.90,21.59,15.69,3.30,40.58,40.86,,,,,,,,,
2017,HDS6,3,60,,5.44,5.44,23.24,0.39,2854.23,2026.87,441.21,5322.31,5393.76,22.36,16.21,3.38,41.96,42.25,,,,,,,,,
2017,HDS6,1,60,,5.55,5.55,24.19,0.40,2976.78,2109.24,453.85,5539.87,5615.22,23.32,16.87,3.48,43.67,43.99,,,,,,,,,
2017,HDS6,2,60,,5.55,5.55,24.19,0.40,2976.78,2109.24,453.85,5539.87,5615.22,23.32,16.87,3.48,43.67,43.99,,,,,,,,,
2017,HDS6,1,60,,5.63,5.63,24.89,0.41,3067.60,2170.18,463.10,5700.87,5779.10,24.03,17.36,3.55,44.94,45.27,,,,,,,,,
2017,HDS6,2,60,,5.64,5.64,24.98,0.42,3079.05,2177.85,464.26,5721.17,5799.75,24.12,17.42,3.56,45.10,45.43,,,,,,,,,
2017,HDS6,2,60,,5.65,5.65,25.07,0.42,3090.53,2185.55,465.42,5741.49,5820.43,24.21,17.48,3.57,45.26,45.59,,,,,,,,,
2017,HDS6,3,60,,5.65,5.65,25.07,0.42,3090.53,2185.55,465.42,5741.49,5820.43,24.21,17.48,3.57,45.26,45.59,,,,,,,,,
2017,HDS6,2,60,,5.72,5.72,25.70,0.43,3171.49,2239.76,473.57,5884.82,5966.29,24.84,17.92,3.63,46.39,46.74,,,,,,,,,
2017,HDS6,3,60,,5.78,5.78,26.24,0.44,3241.75,2286.76,480.59,6009.09,6092.74,25.39,18.29,3.68,47.37,47.73,,,,,,,,,
2017,HDS6,2,60,,5.82,5.82,26.60,0.44,3289.04,2318.36,485.28,6092.68,6177.79,25.76,18.55,3.72,48.03,48.39,,,,,,,,,
2017,HDS6,1,60,,5.83,5.83,26.69,0.44,3300.92,2326.29,486.46,6113.67,6199.15,25.86,18.61,3.73,48.20,48.56,,,,,,,,,
2017,HDS6,1,60,,5.98,5.98,28.09,0.47,3481.80,2446.91,504.20,6432.91,6523.90,27.27,19.58,3.87,50.71,51.10,,,,,,,,,
2017,HDS6,3,60,,5.99,5.99,28.18,0.47,3494.04,2455.06,505.39,6454.49,6545.85,27.37,19.64,3.87,50.89,51.28,,,,,,,,,
2017,HDS6,1,60,,6,6,28.27,0.47,3506.30,2463.23,506.58,6476.10,6567.83,27.47,19.71,3.88,51.06,51.45,,,,,,,,,
2017,HDS6,3,60,,6,6,28.27,0.47,3506.30,2463.23,506.58,6476.10,6567.83,27.47,19.71,3.88,51.06,51.45,,,,,,,,,
2017,HDS6,2,60,,6.1,6.1,29.22,0.49,3630.14,2545.60,518.53,6694.27,6789.71,28.44,20.36,3.98,52.78,53.19,,,,,,,,,
2017,HDS6,3,60,,6.11,6.11,29.32,0.49,3642.65,2553.91,519.72,6716.29,6812.10,28.53,20.43,3.98,52.95,53.36,,,,,,,,,
2017,HDS6,1,60,,6.19,6.19,30.09,0.50,3743.53,2620.88,529.35,6893.76,6992.56,29.32,20.97,4.06,54.35,54.78,,,,,,,,,
2017,HDS6,3,60,,6.21,6.21,30.29,0.50,3768.98,2637.76,531.76,6938.50,7038.05,29.52,21.10,4.08,54.70,55.13,,,,,,,,,
2017,HDS6,1,60,,6.26,6.26,30.78,0.51,3832.99,2680.20,537.80,7050.99,7152.41,30.03,21.44,4.12,55.59,56.03,,,,,,,,,
